src_addr,dst_addr,src_num_port,dst_num_port,src_num_packet,dst_num_packet,src_num_byte,dst_num_byte,src_size_min_packet,src_size_max_packet,src_size_mean_packet,src_size_stddev_packet,dst_size_min_packet,dst_size_max_packet,dst_size_mean_packet,dst_size_stddev_packet,src_time_min_packet,src_time_max_packet,src_time_mean_packet,src_time_stddev_packet,dst_time_min_packet,dst_time_max_packet,dst_time_mean_packet,dst_time_stddev_packet,read_times,read_num_location,read_length_location,write_times,write_num_location,write_length_location,ilrt,IP_addr,vendor,model,label,label_code
192.168.158.111,78.33.239.134,1,1,3,0,156,0,52,52,52,0,0,0,0,0,1.015,2.011,1.513,0.498,0,0,0,0,0,0,0,0,0,0,-1,78.33.239.134,Omron Corporation,Communication Module:23,Omron,0
192.168.158.111,222.191.168.151,1,1,5,4,288,283,40,68,57.6,10.31,40,127,70.75,34.04,0.028,0.31,0.227,0.116,0.293,0.314,0.301,0.009,0,0,0,0,0,0,0,222.191.168.151,Rockwell Automation/Allen-Bradley,Communication Module:120,Rockwell,0
192.168.158.111,49.57.214.170,1,1,7,5,368,318,40,68,52.57,11.79,40,122,63.6,30.94,0,0.339,0.219,0.155,0.323,0.336,0.328,0.005,0,0,0,0,0,0,0,49.57.214.170,Rockwell Automation/Allen-Bradley,PLC:185,Rockwell,0
192.168.158.111,136.152.132.118,1,1,5,6,288,368,40,68,57.6,10.31,40,128,61.33,31.47,0.001,0.328,0.242,0.139,0,0.326,0.193,0.157,0,0,0,0,0,0,0,136.152.132.118,Rockwell Automation/Allen-Bradley,PLC:154,Rockwell,0
192.168.158.111,158.241.25.17,1,1,5,4,288,283,40,68,57.6,10.31,40,127,70.75,34.04,0.001,0.32,0.23,0.133,0.28,0.339,0.307,0.024,0,0,0,0,0,0,0,158.241.25.17,Rockwell Automation/Allen-Bradley,Communication Module:158,Rockwell,0
192.168.158.111,158.139.129.219,1,1,5,4,288,271,40,68,57.6,10.31,40,115,67.75,29.12,0.013,0.305,0.226,0.123,0.29,0.318,0.303,0.011,0,0,0,0,0,0,0,158.139.129.219,Rockwell Automation/Allen-Bradley,Communication Module:58,Rockwell,0
192.168.158.111,158.145.140.122,1,1,5,4,288,279,40,68,57.6,10.31,40,123,69.75,32.39,0.001,0.433,0.278,0.165,0.322,0.344,0.333,0.009,0,0,0,0,0,0,0,158.145.140.122,Rockwell Automation/Allen-Bradley,PLC:90,Rockwell,0
192.168.158.111,222.191.168.153,1,1,5,4,288,283,40,68,57.6,10.31,40,127,70.75,34.04,0,0.274,0.203,0.117,0.27,0.274,0.272,0.002,0,0,0,0,0,0,0,222.191.168.153,Rockwell Automation/Allen-Bradley,Communication Module:120,Rockwell,0
192.168.158.111,158.139.129.218,1,1,5,4,288,271,40,68,57.6,10.31,40,115,67.75,29.12,0,0.295,0.214,0.123,0.283,0.294,0.287,0.005,0,0,0,0,0,0,0,158.139.129.218,Rockwell Automation/Allen-Bradley,Communication Module:58,Rockwell,0
192.168.158.111,158.241.24.25,1,1,3,0,156,0,52,52,52,0,0,0,0,0,1.001,2.008,1.504,0.504,0,0,0,0,0,0,0,0,0,0,-1,158.241.24.25,Rockwell Automation/Allen-Bradley,PLC:90,Rockwell,0
192.168.158.111,136.152.132.132,1,1,6,6,340,368,40,68,56.67,9.64,40,128,61.33,31.47,0,1.008,0.381,0.338,0.001,0.356,0.21,0.171,0,0,0,0,0,0,0,136.152.132.132,Rockwell Automation/Allen-Bradley,PLC:107,Rockwell,0
192.168.158.111,158.145.140.120,1,1,5,4,288,279,40,68,57.6,10.31,40,123,69.75,32.39,0.001,0.341,0.248,0.143,0.311,0.329,0.32,0.007,0,0,0,0,0,0,0,158.145.140.120,Rockwell Automation/Allen-Bradley,PLC:90,Rockwell,0
192.168.158.111,222.191.168.158,1,1,5,4,288,283,40,68,57.6,10.31,40,127,70.75,34.04,0,0.274,0.203,0.117,0.269,0.274,0.272,0.002,0,0,0,0,0,0,0,222.191.168.158,Rockwell Automation/Allen-Bradley,Communication Module:120,Rockwell,0
192.168.158.111,158.139.129.217,1,1,5,4,288,276,40,68,57.6,10.31,40,116,69,28.9,0,0.29,0.212,0.122,0.28,0.29,0.284,0.004,0,0,0,0,0,0,0,158.139.129.217,Rockwell Automation/Allen-Bradley,Communication Module:200,Rockwell,0
192.168.158.111,158.145.158.2,1,1,7,5,368,319,40,68,52.57,11.79,40,123,63.8,31.32,0,0.407,0.243,0.174,0.318,0.377,0.342,0.022,0,0,0,0,0,0,0,158.145.158.2,Rockwell Automation/Allen-Bradley,PLC:185,Rockwell,0
192.168.158.111,222.191.168.190,1,1,5,4,288,283,40,68,57.6,10.31,40,127,70.75,34.04,0,0.273,0.204,0.117,0.268,0.271,0.27,0.001,0,0,0,0,0,0,0,222.191.168.190,Rockwell Automation/Allen-Bradley,Communication Module:120,Rockwell,0
192.168.158.111,158.139.129.209,1,1,5,4,288,271,40,68,57.6,10.31,40,115,67.75,29.12,0,0.294,0.216,0.125,0.283,0.29,0.287,0.003,0,0,0,0,0,0,0,158.139.129.209,Rockwell Automation/Allen-Bradley,Communication Module:58,Rockwell,0
192.168.158.111,136.152.134.252,1,1,6,8,340,536,40,68,56.67,9.64,40,128,67,36.37,0.001,0.803,0.445,0.269,0.051,0.587,0.31,0.171,0,0,0,0,0,0,0,136.152.134.252,Rockwell Automation/Allen-Bradley,PLC:154,Rockwell,0
192.168.158.111,222.191.168.185,1,1,5,4,288,283,40,68,57.6,10.31,40,127,70.75,34.04,0,0.274,0.202,0.117,0.268,0.273,0.27,0.002,0,0,0,0,0,0,0,222.191.168.185,Rockwell Automation/Allen-Bradley,Communication Module:120,Rockwell,0
192.168.158.111,158.139.129.211,1,1,5,4,288,271,40,68,57.6,10.31,40,115,67.75,29.12,0,0.302,0.218,0.126,0.28,0.287,0.283,0.003,0,0,0,0,0,0,0,158.139.129.211,Rockwell Automation/Allen-Bradley,Communication Module:58,Rockwell,0
192.168.158.111,78.35.22.213,1,1,5,4,288,283,40,68,57.6,10.31,40,127,70.75,34.04,0,0.564,0.296,0.2,0.304,0.564,0.398,0.118,0,0,0,0,0,0,0,78.35.22.213,Rockwell Automation/Allen-Bradley,Communication Module:158,Rockwell,0
192.168.158.111,158.164.206.147,1,1,5,4,288,279,40,68,57.6,10.31,40,123,69.75,32.39,0,0.365,0.253,0.147,0.311,0.329,0.32,0.007,0,0,0,0,0,0,0,158.164.206.147,Rockwell Automation/Allen-Bradley,PLC:90,Rockwell,0
192.168.158.111,222.191.168.176,1,1,5,4,288,283,40,68,57.6,10.31,40,127,70.75,34.04,0,0.271,0.202,0.116,0.267,0.271,0.269,0.002,0,0,0,0,0,0,0,222.191.168.176,Rockwell Automation/Allen-Bradley,Communication Module:120,Rockwell,0
192.168.158.111,158.139.129.208,1,1,5,5,288,311,40,68,57.6,10.31,40,115,62.2,28.32,0,0.32,0.228,0.132,0.004,0.32,0.23,0.131,0,0,0,0,0,0,0.003954,158.139.129.208,Rockwell Automation/Allen-Bradley,Communication Module:58,Rockwell,0
192.168.158.111,136.152.132.41,1,1,5,6,288,373,40,68,57.6,10.31,40,133,62.17,33.24,0,0.643,0.328,0.227,0.001,0.339,0.198,0.159,0,0,0,0,0,0,0,136.152.132.41,Rockwell Automation/Allen-Bradley,PLC:152,Rockwell,0
192.168.158.111,49.57.214.219,1,1,15,7,712,490,40,68,47.47,10.11,40,123,70,34.62,0,20.198,2.941,5.499,0.011,0.35,0.229,0.151,0,0,0,0,0,0,0,49.57.214.219,Rockwell Automation/Allen-Bradley,PLC:185,Rockwell,0
192.168.158.111,158.241.24.21,1,1,5,4,288,283,40,68,57.6,10.31,40,127,70.75,34.04,0,0.477,0.272,0.172,0.287,0.321,0.307,0.015,0,0,0,0,0,0,0,158.241.24.21,Rockwell Automation/Allen-Bradley,Communication Module:158,Rockwell,0
192.168.158.111,146.255.25.214,1,1,3,0,156,0,52,52,52,0,0,0,0,0,1.013,2.006,1.509,0.497,0,0,0,0,0,0,0,0,0,0,-1,146.255.25.214,Rockwell Automation/Allen-Bradley,Communication Module:120,Rockwell,0
192.168.158.111,78.35.20.251,1,1,5,4,288,283,40,68,57.6,10.31,40,127,70.75,34.04,0,0.66,0.406,0.247,0.4,0.66,0.499,0.115,0,0,0,0,0,0,0,78.35.20.251,Rockwell Automation/Allen-Bradley,Communication Module:158,Rockwell,0
192.168.158.111,222.191.168.183,1,1,5,4,288,283,40,68,57.6,10.31,40,127,70.75,34.04,0,0.272,0.202,0.117,0.268,0.272,0.27,0.002,0,0,0,0,0,0,0,222.191.168.183,Rockwell Automation/Allen-Bradley,Communication Module:120,Rockwell,0
192.168.158.111,158.139.129.212,1,1,3,0,156,0,52,52,52,0,0,0,0,0,1.016,2.004,1.51,0.494,0,0,0,0,0,0,0,0,0,0,-1,158.139.129.212,Rockwell Automation/Allen-Bradley,Communication Module:58,Rockwell,0
192.168.158.111,158.241.24.15,1,1,5,4,288,283,40,68,57.6,10.31,40,127,70.75,34.04,0,0.53,0.275,0.188,0.279,0.289,0.286,0.005,0,0,0,0,0,0,0,158.241.24.15,Rockwell Automation/Allen-Bradley,Communication Module:158,Rockwell,0
192.168.158.111,222.191.168.216,1,1,5,4,288,283,40,68,57.6,10.31,40,127,70.75,34.04,0,0.279,0.204,0.118,0.269,0.278,0.272,0.004,0,0,0,0,0,0,0,222.191.168.216,Rockwell Automation/Allen-Bradley,Communication Module:120,Rockwell,0
192.168.158.111,136.152.132.80,1,1,5,7,288,408,40,68,57.6,10.31,40,128,58.29,30.07,0,0.751,0.464,0.28,0.053,0.525,0.316,0.209,0,0,0,0,0,0,0.052998,136.152.132.80,Rockwell Automation/Allen-Bradley,PLC:154,Rockwell,0
192.168.158.111,78.35.20.248,1,1,5,4,288,283,40,68,57.6,10.31,40,127,70.75,34.04,0,0.524,0.359,0.21,0.474,0.524,0.507,0.023,0,0,0,0,0,0,0,78.35.20.248,Rockwell Automation/Allen-Bradley,Communication Module:158,Rockwell,0
192.168.158.111,222.191.168.124,1,1,5,4,288,283,40,68,57.6,10.31,40,127,70.75,34.04,0,0.283,0.207,0.12,0.268,0.282,0.275,0.006,0,0,0,0,0,0,0,222.191.168.124,Rockwell Automation/Allen-Bradley,Communication Module:120,Rockwell,0
192.168.158.111,158.145.116.145,1,1,5,4,288,279,40,68,57.6,10.31,40,123,69.75,32.39,0,0.54,0.313,0.196,0.339,0.37,0.357,0.013,0,0,0,0,0,0,0,158.145.116.145,Rockwell Automation/Allen-Bradley,PLC:90,Rockwell,0
192.168.158.111,158.241.29.26,1,1,5,4,288,283,40,68,57.6,10.31,40,127,70.75,34.04,0,0.31,0.219,0.127,0.276,0.309,0.29,0.014,0,0,0,0,0,0,0,158.241.29.26,Rockwell Automation/Allen-Bradley,Communication Module:158,Rockwell,0
192.168.158.111,222.191.167.108,1,1,5,4,288,283,40,68,57.6,10.31,40,127,70.75,34.04,0,0.296,0.218,0.126,0.287,0.295,0.291,0.004,0,0,0,0,0,0,0,222.191.167.108,Rockwell Automation/Allen-Bradley,Communication Module:120,Rockwell,0
192.168.158.111,136.152.132.154,1,1,7,8,392,546,40,68,56,9.07,40,133,68.25,38.47,0,1.681,0.892,0.607,0.16,1.343,0.837,0.5,0,0,0,0,0,0,0,136.152.132.154,Rockwell Automation/Allen-Bradley,PLC:152,Rockwell,0
192.168.158.111,158.241.24.8,1,1,5,4,288,283,40,68,57.6,10.31,40,127,70.75,34.04,0,0.329,0.234,0.136,0.31,0.329,0.32,0.008,0,0,0,0,0,0,0,158.241.24.8,Rockwell Automation/Allen-Bradley,Communication Module:158,Rockwell,0
192.168.158.111,78.35.20.242,1,1,5,4,288,283,40,68,57.6,10.31,40,127,70.75,34.04,0,0.459,0.315,0.183,0.397,0.458,0.419,0.028,0,0,0,0,0,0,0,78.35.20.242,Rockwell Automation/Allen-Bradley,Communication Module:158,Rockwell,0
192.168.158.111,158.145.111.216,1,1,5,4,288,280,40,68,57.6,10.31,40,124,70,32.8,0,0.975,0.423,0.35,0.342,0.36,0.353,0.008,0,0,0,0,0,0,0,158.145.111.216,Rockwell Automation/Allen-Bradley,PLC:90,Rockwell,0
192.168.158.111,158.241.24.0,1,1,5,4,288,283,40,68,57.6,10.31,40,127,70.75,34.04,0,0.317,0.232,0.134,0.299,0.313,0.306,0.006,0,0,0,0,0,0,0,158.241.24.0,Rockwell Automation/Allen-Bradley,Communication Module:158,Rockwell,0
192.168.158.111,158.139.129.214,1,1,5,4,288,271,40,68,57.6,10.31,40,115,67.75,29.12,0,0.298,0.219,0.126,0.29,0.298,0.293,0.003,0,0,0,0,0,0,0,158.139.129.214,Rockwell Automation/Allen-Bradley,Communication Module:58,Rockwell,0
192.168.158.111,34.73.83.202,1,1,5,4,288,283,40,68,57.6,10.31,40,127,70.75,34.04,0,0.241,0.179,0.103,0.235,0.237,0.236,0.001,0,0,0,0,0,0,0,34.73.83.202,Schneider Electric,PLC:BMX P34 20302,Schneider,0
192.168.158.111,49.57.214.217,1,1,15,7,712,488,40,68,47.47,10.11,40,122,69.71,34.18,0,20.067,2.923,5.463,0.022,0.35,0.226,0.142,0,0,0,0,0,0,0,49.57.214.217,Rockwell Automation/Allen-Bradley,PLC:185,Rockwell,0
192.168.158.111,78.35.20.244,1,1,5,4,288,283,40,68,57.6,10.31,40,127,70.75,34.04,0,0.316,0.225,0.13,0.289,0.316,0.3,0.012,0,0,0,0,0,0,0,78.35.20.244,Rockwell Automation/Allen-Bradley,Communication Module:158,Rockwell,0
192.168.158.111,158.145.216.32,1,1,5,4,288,279,40,68,57.6,10.31,40,123,69.75,32.39,0,0.396,0.268,0.157,0.32,0.341,0.331,0.009,0,0,0,0,0,0,0,158.145.216.32,Rockwell Automation/Allen-Bradley,PLC:90,Rockwell,0
192.168.158.111,109.177.73.154,1,1,5,4,288,280,40,68,57.6,10.31,40,124,70,32.8,0,0.21,0.149,0.086,0.184,0.21,0.197,0.011,0,0,0,0,0,0,0,109.177.73.154,Rockwell Automation/Allen-Bradley,PLC:90,Rockwell,0
192.168.158.111,158.241.29.22,1,1,5,4,288,283,40,68,57.6,10.31,40,127,70.75,34.04,0,0.512,0.279,0.183,0.286,0.318,0.306,0.014,0,0,0,0,0,0,0,158.241.29.22,Rockwell Automation/Allen-Bradley,Communication Module:158,Rockwell,0
192.168.158.111,158.139.129.215,1,1,5,4,288,271,40,68,57.6,10.31,40,115,67.75,29.12,0,0.299,0.221,0.127,0.29,0.3,0.296,0.005,0,0,0,0,0,0,0,158.139.129.215,Rockwell Automation/Allen-Bradley,Communication Module:58,Rockwell,0
192.168.158.111,78.35.20.241,1,1,6,5,352,323,40,68,58.67,9.71,40,127,64.6,32.84,0,0.82,0.36,0.286,0.015,0.938,0.52,0.34,0,0,0,0,0,0,0,78.35.20.241,Rockwell Automation/Allen-Bradley,Communication Module:158,Rockwell,0
192.168.158.111,158.145.216.33,1,1,16,8,764,558,40,68,47.75,9.85,40,123,69.75,32.39,0,31.401,4.214,8.362,0.029,0.289,0.171,0.12,0,0,0,0,0,0,0,158.145.216.33,Rockwell Automation/Allen-Bradley,PLC:185,Rockwell,0
