src_addr,dst_addr,src_num_port,dst_num_port,src_num_packet,dst_num_packet,src_num_byte,dst_num_byte,src_size_min_packet,src_size_max_packet,src_size_mean_packet,src_size_stddev_packet,dst_size_min_packet,dst_size_max_packet,dst_size_mean_packet,dst_size_stddev_packet,src_time_min_packet,src_time_max_packet,src_time_mean_packet,src_time_stddev_packet,dst_time_min_packet,dst_time_max_packet,dst_time_mean_packet,dst_time_stddev_packet,read_times,read_num_location,read_length_location,write_times,write_num_location,write_length_location,ilrt,IP_addr,vendor,model,label,label_code
192.168.158.111,49.57.214.170,1,1,7,5,368,318,40,68,52.57,11.79,40,122,63.6,30.94,0,0.331,0.217,0.154,0.322,0.33,0.326,0.004,0,0,0,0,0,0,0,49.57.214.170,Rockwell Automation/Allen-Bradley,PLC:185,Rockwell,0
192.168.158.111,136.152.132.118,1,1,6,7,340,408,40,68,56.67,9.64,40,128,58.29,30.07,0,1.015,0.395,0.335,0.001,0.338,0.167,0.135,0,0,0,0,0,0,0,136.152.132.118,Rockwell Automation/Allen-Bradley,PLC:154,Rockwell,0
192.168.158.111,158.241.25.17,1,1,5,4,288,283,40,68,57.6,10.31,40,127,70.75,34.04,0,0.518,0.282,0.185,0.279,0.329,0.297,0.022,0,0,0,0,0,0,0,158.241.25.17,Rockwell Automation/Allen-Bradley,Communication Module:158,Rockwell,0
192.168.158.111,222.191.168.151,1,1,5,4,288,283,40,68,57.6,10.31,40,127,70.75,34.04,0.002,0.287,0.21,0.12,0.277,0.284,0.28,0.003,0,0,0,0,0,0,0,222.191.168.151,Rockwell Automation/Allen-Bradley,Communication Module:120,Rockwell,0
192.168.158.111,78.33.239.134,1,1,3,0,156,0,52,52,52,0,0,0,0,0,1.012,2.014,1.513,0.501,0,0,0,0,0,0,0,0,0,0,-1,78.33.239.134,Omron Corporation,Communication Module:23,Omron,0
192.168.158.111,158.139.129.219,1,1,5,4,288,271,40,68,57.6,10.31,40,115,67.75,29.12,0,0.282,0.211,0.122,0.279,0.281,0.28,0.001,0,0,0,0,0,0,0,158.139.129.219,Rockwell Automation/Allen-Bradley,Communication Module:58,Rockwell,0
192.168.158.111,158.145.140.122,1,1,5,4,288,279,40,68,57.6,10.31,40,123,69.75,32.39,0,0.327,0.237,0.137,0.302,0.327,0.313,0.011,0,0,0,0,0,0,0,158.145.140.122,Rockwell Automation/Allen-Bradley,PLC:90,Rockwell,0
192.168.158.111,222.191.168.153,1,1,5,4,288,283,40,68,57.6,10.31,40,127,70.75,34.04,0,0.27,0.201,0.116,0.266,0.27,0.267,0.002,0,0,0,0,0,0,0,222.191.168.153,Rockwell Automation/Allen-Bradley,Communication Module:120,Rockwell,0
192.168.158.111,158.139.129.218,1,1,5,4,288,271,40,68,57.6,10.31,40,115,67.75,29.12,0,0.296,0.212,0.123,0.279,0.296,0.286,0.007,0,0,0,0,0,0,0,158.139.129.218,Rockwell Automation/Allen-Bradley,Communication Module:58,Rockwell,0
192.168.158.111,158.145.140.120,1,1,5,4,288,279,40,68,57.6,10.31,40,123,69.75,32.39,0,0.37,0.255,0.148,0.312,0.33,0.32,0.008,0,0,0,0,0,0,0,158.145.140.120,Rockwell Automation/Allen-Bradley,PLC:90,Rockwell,0
192.168.158.111,158.241.24.25,1,1,3,0,156,0,52,52,52,0,0,0,0,0,1.009,2.003,1.506,0.497,0,0,0,0,0,0,0,0,0,0,-1,158.241.24.25,Rockwell Automation/Allen-Bradley,PLC:90,Rockwell,0
192.168.158.111,222.191.168.158,1,1,5,4,288,283,40,68,57.6,10.31,40,127,70.75,34.04,0,0.277,0.207,0.119,0.274,0.276,0.275,0.001,0,0,0,0,0,0,0,222.191.168.158,Rockwell Automation/Allen-Bradley,Communication Module:120,Rockwell,0
192.168.158.111,158.139.129.217,1,1,5,4,288,276,40,68,57.6,10.31,40,116,69,28.9,0.001,0.302,0.213,0.123,0.27,0.278,0.273,0.003,0,0,0,0,0,0,0,158.139.129.217,Rockwell Automation/Allen-Bradley,Communication Module:200,Rockwell,0
192.168.158.111,136.152.132.132,1,1,6,6,352,368,40,68,58.67,9.71,40,128,61.33,31.47,0,0.723,0.362,0.229,0.01,1.08,0.364,0.387,0,0,0,0,0,0,0,136.152.132.132,Rockwell Automation/Allen-Bradley,PLC:107,Rockwell,0
192.168.158.111,158.145.158.2,1,1,7,5,368,319,40,68,52.57,11.79,40,123,63.8,31.32,0,0.361,0.225,0.159,0.33,0.362,0.34,0.013,0,0,0,0,0,0,0,158.145.158.2,Rockwell Automation/Allen-Bradley,PLC:185,Rockwell,0
