src_addr,dst_addr,src_num_port,dst_num_port,src_num_packet,dst_num_packet,src_num_byte,dst_num_byte,src_size_min_packet,src_size_max_packet,src_size_mean_packet,src_size_stddev_packet,dst_size_min_packet,dst_size_max_packet,dst_size_mean_packet,dst_size_stddev_packet,src_time_min_packet,src_time_max_packet,src_time_mean_packet,src_time_stddev_packet,dst_time_min_packet,dst_time_max_packet,dst_time_mean_packet,dst_time_stddev_packet,read_times,read_num_location,read_length_location,write_times,write_num_location,write_length_location,ilrt,IP_addr,vendor,model,label,label_code
192.168.158.111,158.145.140.122,1,1,5,4,288,279,40,68,57.6,10.31,40,123,69.75,32.39,0,0.533,0.296,0.191,0.301,0.325,0.317,0.011,0,0,0,0,0,0,0,158.145.140.122,Rockwell Automation/Allen-Bradley,PLC:90,Rockwell,0
192.168.158.111,158.241.25.17,1,1,5,4,288,283,40,68,57.6,10.31,40,127,70.75,34.04,0,0.529,0.287,0.188,0.281,0.322,0.3,0.017,0,0,0,0,0,0,0,158.241.25.17,Rockwell Automation/Allen-Bradley,Communication Module:158,Rockwell,0
192.168.158.111,222.191.168.151,1,1,5,4,288,283,40,68,57.6,10.31,40,127,70.75,34.04,0.028,0.284,0.212,0.107,0.273,0.29,0.282,0.007,0,0,0,0,0,0,0,222.191.168.151,Rockwell Automation/Allen-Bradley,Communication Module:120,Rockwell,0
192.168.158.111,78.33.239.134,1,1,3,0,156,0,52,52,52,0,0,0,0,0,1.085,2.004,1.545,0.459,0,0,0,0,0,0,0,0,0,0,-1,78.33.239.134,Omron Corporation,Communication Module:23,Omron,0
192.168.158.111,136.152.132.118,1,1,6,7,340,408,40,68,56.67,9.64,40,128,58.29,30.07,0.001,1.084,0.445,0.352,0.005,0.345,0.19,0.126,0,0,0,0,0,0,0,136.152.132.118,Rockwell Automation/Allen-Bradley,PLC:154,Rockwell,0
192.168.158.111,158.139.129.219,1,1,5,4,288,271,40,68,57.6,10.31,40,115,67.75,29.12,0.001,0.303,0.22,0.127,0.28,0.303,0.29,0.01,0,0,0,0,0,0,0,158.139.129.219,Rockwell Automation/Allen-Bradley,Communication Module:58,Rockwell,0
192.168.158.111,49.57.214.170,1,1,7,5,368,318,40,68,52.57,11.79,40,122,63.6,30.94,0,0.338,0.22,0.155,0.326,0.338,0.33,0.005,0,0,0,0,0,0,0,49.57.214.170,Rockwell Automation/Allen-Bradley,PLC:185,Rockwell,0
192.168.158.111,222.191.168.153,1,1,5,4,288,283,40,68,57.6,10.31,40,127,70.75,34.04,0.001,0.27,0.2,0.115,0.262,0.265,0.264,0.002,0,0,0,0,0,0,0,222.191.168.153,Rockwell Automation/Allen-Bradley,Communication Module:120,Rockwell,0
192.168.158.111,158.139.129.218,1,1,6,4,340,271,40,68,56.67,9.64,40,115,67.75,29.12,0,1.007,0.367,0.337,0.27,0.286,0.28,0.007,0,0,0,0,0,0,0,158.139.129.218,Rockwell Automation/Allen-Bradley,Communication Module:58,Rockwell,0
192.168.158.111,158.241.24.25,1,1,5,4,288,280,40,68,57.6,10.31,40,124,70,32.8,0.001,0.396,0.259,0.153,0.319,0.321,0.32,0.001,0,0,0,0,0,0,0,158.241.24.25,Rockwell Automation/Allen-Bradley,PLC:90,Rockwell,0
192.168.158.111,158.145.140.120,1,1,5,4,288,279,40,68,57.6,10.31,40,123,69.75,32.39,0,0.34,0.245,0.141,0.293,0.34,0.313,0.02,0,0,0,0,0,0,0,158.145.140.120,Rockwell Automation/Allen-Bradley,PLC:90,Rockwell,0
192.168.158.111,222.191.168.158,1,1,5,4,288,283,40,68,57.6,10.31,40,127,70.75,34.04,0,0.271,0.198,0.114,0.262,0.27,0.266,0.004,0,0,0,0,0,0,0,222.191.168.158,Rockwell Automation/Allen-Bradley,Communication Module:120,Rockwell,0
192.168.158.111,136.152.132.132,1,1,5,6,288,368,40,68,57.6,10.31,40,128,61.33,31.47,0,0.333,0.245,0.141,0,0.334,0.193,0.157,0,0,0,0,0,0,0,136.152.132.132,Rockwell Automation/Allen-Bradley,PLC:107,Rockwell,0
192.168.158.111,158.145.158.2,1,1,7,5,368,319,40,68,52.57,11.79,40,123,63.8,31.32,0,0.547,0.26,0.198,0.321,0.348,0.333,0.012,0,0,0,0,0,0,0,158.145.158.2,Rockwell Automation/Allen-Bradley,PLC:185,Rockwell,0
192.168.158.111,158.241.24.21,1,1,5,4,288,283,40,68,57.6,10.31,40,127,70.75,34.04,0,0.588,0.302,0.208,0.298,0.32,0.308,0.009,0,0,0,0,0,0,0,158.241.24.21,Rockwell Automation/Allen-Bradley,Communication Module:158,Rockwell,0
192.168.158.111,222.191.168.190,1,1,5,4,288,283,40,68,57.6,10.31,40,127,70.75,34.04,0,0.278,0.202,0.116,0.263,0.277,0.269,0.006,0,0,0,0,0,0,0,222.191.168.190,Rockwell Automation/Allen-Bradley,Communication Module:120,Rockwell,0
192.168.158.111,158.139.129.217,1,1,5,4,288,276,40,68,57.6,10.31,40,116,69,28.9,0,0.289,0.213,0.123,0.277,0.289,0.282,0.005,0,0,0,0,0,0,0,158.139.129.217,Rockwell Automation/Allen-Bradley,Communication Module:200,Rockwell,0
192.168.158.111,136.152.134.252,1,1,5,6,288,368,40,68,57.6,10.31,40,128,61.33,31.47,0,0.796,0.473,0.291,0.06,0.552,0.389,0.197,0,0,0,0,0,0,0,136.152.134.252,Rockwell Automation/Allen-Bradley,PLC:154,Rockwell,0
192.168.158.111,158.241.24.15,1,1,5,5,288,323,40,68,57.6,10.31,40,127,64.6,32.84,0,0.425,0.253,0.155,0.007,0.292,0.217,0.121,0,0,0,0,0,0,0,158.241.24.15,Rockwell Automation/Allen-Bradley,Communication Module:158,Rockwell,0
192.168.158.111,222.191.168.185,1,1,5,4,288,283,40,68,57.6,10.31,40,127,70.75,34.04,0,0.27,0.199,0.115,0.266,0.268,0.267,0.001,0,0,0,0,0,0,0,222.191.168.185,Rockwell Automation/Allen-Bradley,Communication Module:120,Rockwell,0
192.168.158.111,158.139.129.209,1,1,5,4,288,271,40,68,57.6,10.31,40,115,67.75,29.12,0,0.304,0.224,0.129,0.282,0.3,0.293,0.008,0,0,0,0,0,0,0,158.139.129.209,Rockwell Automation/Allen-Bradley,Communication Module:58,Rockwell,0
192.168.158.111,78.35.22.213,1,1,5,4,288,283,40,68,57.6,10.31,40,127,70.75,34.04,0.001,0.432,0.249,0.156,0.271,0.281,0.278,0.005,0,0,0,0,0,0,0,78.35.22.213,Rockwell Automation/Allen-Bradley,Communication Module:158,Rockwell,0
192.168.158.111,158.164.206.147,1,1,5,4,288,279,40,68,57.6,10.31,40,123,69.75,32.39,0,0.403,0.263,0.155,0.312,0.328,0.32,0.007,0,0,0,0,0,0,0,158.164.206.147,Rockwell Automation/Allen-Bradley,PLC:90,Rockwell,0
